StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,timing_consent_First Click,timing_consent_Last Click,timing_consent_Page Submit,timing_consent_Click Count,consent,timing_commitment_First Click,timing_commitment_Last Click,timing_commitment_Page Submit,timing_commitment_Click Count,commitment_start,phoneos,phoneos_5_TEXT,age,mc1_photosperson,mc2_photosperson,mc1_photosnon,mc2_photosnon,mc1_contactspersons,mc2_contactsperson,mc1_contactnonperson,mc2_contactnonperson,mc1_calendarpersons,mc2_calendarperson,mc1_calendarnon,mc2_calendarnon,filesystempersonchec,filesystempersonperm,qnonpersonfilehave,qnonpersonfileperm,thomashimself_1,thomashimself_2,thomashimself_3,thomasfriend_1,thomasfriend_2,thomasfriend_3,reponsibility_1,reponsibility_2,photo_option_1,photo_option_2,photo_option_flip_1,contact_option_1,contact_option_2,contact_option_flip_1,calendar_option_1,calendar_option_2,calendar_option_flip_1,file_option_1,file_option_2,file_option_flipped_1,photo_paid,contact_paid,calendar_paid,file_paid,not_scenario_1,not_scenario_2,not_scenario_3,not_scenario_4,not_scenario_5,not_scenario_6,not_scenario_7,not_scenario_8,accesstoall,apps_number,photos_number,photos_approx,contact_number,contacts_approx,familyevent_number,workevent_number,likertscale_help_1,likertscale_help_2,likertscale_help_3,likertscale_help_4,likertscale_help_5,likertscale_help_6,likertscale_help_7,likertscale_help_8,likertscale_help_9,likertscale_help_10,personalinformation_1,personalinformation_2,personalinformation_3,personalinformation_4,friendinformation_1,friendinformation_2,friendinformation_3,friendinformation_4,gender,gender_4_TEXT,ethnicity,ethnicity_7_TEXT,education,education_9_TEXT,income,usyears,attentioncheck_2,yob_1,fieldofstudy ,relationshipstatus,relationshipstatus_6_TEXT,children,commitmentcheck1,commitmentcheck2,feedback1,feedback2,feedback4,feedback5,feedback6,feedback7,uNID,RandomID
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Q_RecaptchaScore,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"UNIVERSITY OF UTAH INFORMED CONSENT STATEMENT

FOR RESEARCH ON QUESTIONNAIRE ON SMARTPHONE USAGE



ABOUT THIS RESEARCH 
You are being asked to participate in a research study. Scientists do research to answer important questions that might help change or improve the way we do things in the future. This consent document will give you information about the study to help you decide whether you want to participate. Please read this form and ask any questions you have before agreeing to be in the study.



TAKING PART IN THIS STUDY IS VOLUNTARY 

You may choose not to take part in the study or may choose to leave the study at any time. Deciding not to participate or deciding to leave the study later will not result in any penalty and will not affect your relationship with the University of Utah.



WHY IS THIS STUDY BEING DONE? 

The purpose of this research is to understand the smartphone usage. This study is being conducted by graduate students, Manila Devaraja, KRAISORACHOTE HARRY JENS PHANICH, Sharath Satish and and Professor Sameer Patil from the University of Utah.



HOW MANY PEOPLE WILL TAKE PART? 

If you agree to participate, you will be one of up to 150 participants taking part in this study.



WHAT WILL HAPPEN DURING THE STUDY? 

Participating in the study should take 12-15 minutes on average and involves the following steps:

1. You will first be asked screening questions.

2. You will continue to the study questionnaire if you qualify based on your answers to the screening questions. If you do not qualify, you will be asked to return the task on the platform.

3. You will answer questions regarding smartphone usage and provide basic demographic information. You may skip any questions you are not comfortable answering. 



WHAT ARE THE RISKS OF TAKING PART IN THE STUDY? 

There are no foreseeable risks involved in participating in this study other than those encountered in everyday life. There is a small risk that you may feel some discomfort in contemplating your responses. However, you are free to skip any questions you do not wish to answer.



WHAT ARE THE POTENTIAL BENEFITS OF TAKING PART IN THE STUDY? 

This research is not intended to provide any direct benefit to you. However, you may benefit indirectly by developing an increased understanding of smartphone permissions. Your responses will help us understand people’s usage of smartphone permissions and help design more effective user interfaces for permission settings.



HOW WILL MY INFORMATION BE PROTECTED? 

We will protect your information and make every effort to keep your personal information confidential, but we cannot guarantee absolute confidentiality.  We will anonymize all responses prior to analysis such that your responses cannot be connected to you in any way. Study responses will be used only for research purposes. No information that could identify you will be shared in publications about the study. Your personal information may be shared outside the research study if required by law. We may need to share your research records with other groups for quality assurance or data analysis.  Anonymized responses (with no possibility of connecting back to specific individuals or organizations) may be openly shared to increase research transparency and facilitate future research. 


WILL I BE PAID FOR PARTICIPATION? 

Those who qualify to participate and complete the study attentively will receive extra credit in the course in which the study was distributed.


WILL IT COST ME ANYTHING TO PARTICIPATE? 

There is no cost to you to participate in this study.



WHOM SHOULD I CALL WITH QUESTIONS OR PROBLEMS? 

If you have questions about the study or encounter a problem with the research, contact one of the researchers, Manila Devaraja manila.devaraja@utah.edu>, Sharath Satish sharath.satish@utah.edu> or KRAISORACHOTE HARRY JENS PHANICH u0916721@utah.edu>. In the event of an emergency, you may contact Prof. Sameer Patil sameer.patil@utah.edu>. 


CAN I WITHDRAW FROM THE STUDY? 

While participating in the study, you can freely change your mind and decide to leave the study at any time. If you decide to withdraw, your responses will be safely discarded.


FUTURE USE OF PRIVATE INFORMATION

As part of this study, we would like to keep the information collected during this research so that other researchers may use it in the future in other research projects. When we use the term “data repository,” it refers to the storage of the information that is collected.

PARTICIPANT’S CONSENT 

In consideration of all the above, I give my consent to participate in this research study.",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"We care about the quality of our data. In order for us to get the most accurate measures of your knowledge and opinions, it is important that you thoughtfully provide your best answers to each question in this study.



Will you provide your best answers to each question in this study?",What is the operating system of your primary mobile phone? - Selected Choice,What is the operating system of your primary mobile phone? - Something else (Please specify: ) - Text,What is your age (in years)?,"What kind of photos does Thomas have?

Think of what you saw in the previous picture, and choose the correct answer.",What permission did the app ask for?,"What kind of photos does Thomas have?

Think of what you saw in the previous picture, and choose the correct answer.",What permission did the app ask for?,"What kind of contacts does Thomas have?

Think of what you saw in the previous picture, and choose the correct answer.",What permission did the app ask for?,"What kind of contacts does Thomas have?

Think of what you saw in the previous picture, and choose the correct answer.",What permission did the app ask for?,"What kind of calendar does Thomas have?

Think of what you saw in the previous picture, and choose the correct answer.",What permission did the app ask for?,"What kind of calendar does Thomas have?

Think of what you saw in the previous picture, and choose the correct answer.",What permission did the app ask for?,"What kind of file system does Thomas have?

Think of what you saw in the previous picture, and choose the correct answer.",What permission did the app ask for?,"What kind of file system does Thomas have?

Think of what you saw in the previous picture, and choose the correct answer.",What permission did the app ask for?,Please indicate the extent to which you agree with each of the following statements: - Installing this app could jeopardize Thomas’s privacy.,Please indicate the extent to which you agree with each of the following statements: - Installing this app would result in a high potential loss of privacy for Thomas.,Please indicate the extent to which you agree with each of the following statements: - Installing this app could lead to inappropriate use of Thomas’s data.,Please indicate the extent to which you agree with each of the following statements: - Installing this app could jeopardize the privacy of Thomas’s friends.,Please indicate the extent to which you agree with each of the following statements: - Installing this app would result in a high potential loss of privacy for Thomas’s friends.,Please indicate the extent to which you agree with each of the following statements: - Installing this app could lead to inappropriate use of Thomas friends’ data.,Please indicate the extent to which you agree with each of the following statements: - Thomas is responsible for protecting friends’ data which is stored on his device.,Please indicate the extent to which you agree with each of the following statements: - Third parties are responsible for protecting friends’ which is stored on Thomas’s device.,Assuming you are Thomas and knowing that this app has access to Thomas’s photos - I would be willing to install this app.,Assuming you are Thomas and knowing that this app has access to Thomas’s photos - It is likely that I would install this app.,Assuming you are Thomas's friend and knew that this app has access to Thomas's photos - I would want Thomas to install this app.,Assuming you were Thomas and knowing that this app has access to Thomas’s contacts - I would be willing to install this app.,Assuming you were Thomas and knowing that this app has access to Thomas’s contacts - It is likely that I would install this app.,Assuming you were Thomas's friend and knew that this app has access to Thomas's contacts - I would want Thomas to install this app.,Assuming you were Thomas and knowing that this app has access to Thomas’s calendar - I would be willing to install this app.,Assuming you were Thomas and knowing that this app has access to Thomas’s calendar - It is likely that I would install this app.,Assuming you were Thomas's friend and knew that this app has access to Thomas's calendar - I would want Thomas to install this app.,Assuming you were Thomas and knowing that this app has access to Thomas’s file system - I would be willing to install this app.,Assuming you were Thomas and knowing that this app has access to Thomas’s file system - It is likely that I would install this app.,Assuming you were Thomas's friend and knew that this app has access to Thomas's file system - I would want Thomas to install this app.,Assume again that you are Thomas. You have the chance to prevent access to your photos by using a paid version of the app instead of a free one. Both versions of the app provide the same functionality. What is the maximum amount of money you would be willing to spend in order to install the paid version of the app?,Assume again that you are Thomas. You have the chance to prevent access to your contacts by using a paid version of the app instead of a free one. Both versions of the app provide the same functionality. What is the maximum amount of money you would be willing to spend in order to install the paid version of the app?,Assume again that you are Thomas. You have the chance to prevent access to your calendar by using a paid version of the app instead of a free one. Both versions of the app provide the same functionality. What is the maximum amount of money you would be willing to spend in order to install the paid version of the app?,Assume again that you are Thomas. You have the chance to prevent access to your file system by using a paid version of the app instead of a free one. Both versions of the app provide the same functionality. What is the maximum amount of money you would be willing to spend in order to install the paid version of the app?,The following questions are NOT based on the scenario above: Please answer the questions from your own perspective. - Granting an app access to my calendar has the potential for revealing privacy-sensitive content.,The following questions are NOT based on the scenario above: Please answer the questions from your own perspective. - Granting an app access to my contacts has the potential for revealing privacy-sensitive content.,The following questions are NOT based on the scenario above: Please answer the questions from your own perspective. - Granting an app access to my photos has the potential for revealing privacy-sensitive content.,The following questions are NOT based on the scenario above: Please answer the questions from your own perspective. - Granting an app access to my file systems has the potential for revealing privacy-sensitive content.,The following questions are NOT based on the scenario above: Please answer the questions from your own perspective. - I feel comfortable granting an app access to my calendar.,The following questions are NOT based on the scenario above: Please answer the questions from your own perspective. - I feel comfortable granting an app access to my contacts.,The following questions are NOT based on the scenario above: Please answer the questions from your own perspective. - I feel comfortable granting an app access to my photos.,The following questions are NOT based on the scenario above: Please answer the questions from your own perspective. - I feel comfortable granting an app access to my file systems.,"If an app asks to access calendar, contacts, photos and file systems, you cannot restrict access to only part of your calendar events, contacts, photos, or file systems. This app then has the possibility to read all of your calendar events, contacts, photos and file systems and transfer those to the server of a third party. Are you aware of this?","How many apps do you have installed on your smartphone at the moment?



iOS users: Navigate to Settings→General→About
Android users: Navigate to Settings -> Apps","How many photos do you have on your smartphone? 


iOS users: Navigate to Settings→General→About.

Android users: navigate to Settings→ Apps (or Apps & notifications)→ See all apps (or App info)",Did you approximate the number of photos?,"How many contacts do you have on your phone?

iOS users: Open the contacts app → scroll to the bottom, and it will show the total number of contacts that you have.
Android users: Open contacts app  → Select the google account and it will show the total number of contacts that you have.",Did you approximate the number of contacts?,"For a typical week, how many private/family-related calendar events do you have on your phone?","For a typical week, how many work/school-related calendar events do you have on your phone?",Please indicate your level of agreement with each of the following statements: - Companies today have the ability to place online advertisements that target you based on information collected about your web browsing behavior.,"Please indicate your level of agreement with each of the following statements: - When you go to a website, it can collect information about you even if you do not register.","Please indicate your level of agreement with each of the following statements: - Popular search engine sites, such as Google, track the sites you come from and go to.","Please indicate your level of agreement with each of the following statements: - Many of the most popular third-party apps reveal users’ information to other parties, such as advertising and Internet tracking companies.",Please indicate your level of agreement with each of the following statements: - I have recently helped a person with a problem.,Please indicate your level of agreement with each of the following statements: - Please select 2 in response to this item to show that you are reading carefully.,Please indicate your level of agreement with each of the following statements: - I should go out of my way to help people more often.,"Please indicate your level of agreement with each of the following statements: - If a member of my ‘social group’ comes to me with a personal problem, I’m willing to listen.","Please indicate your level of agreement with each of the following statements: - If a member of my ‘social group’ needs help on a task, I am willing to help even if it causes me some inconvenience.",Please indicate your level of agreement with each of the following statements: - I am willing to help a ‘social group’ member I don’t know.,Please be aware that the following questions are about your personal information. - It usually bothers me when third-party app developers ask me for personal information.,"Please be aware that the following questions are about your personal information. - When third-party app developers ask me for personal information, I sometimes think twice before providing it.",Please be aware that the following questions are about your personal information. - It bothers me to give my personal information to so many third-party app developers.,Please be aware that the following questions are about your personal information. - I’m concerned that third-party app developers are collecting too much personal information about me.,Please be aware that the following questions are about the personal information of my friends. - It usually bothers me when third-party app developers ask me for the personal information of my friends.,"Please be aware that the following questions are about the personal information of my friends. - When third-party app developers ask me for the personal information of my friends, I sometimes think twice before providing it.",Please be aware that the following questions are about the personal information of my friends. - It bothers me to give the personal information of my friends to so many third-party app developers.,Please be aware that the following questions are about the personal information of my friends. - I’m concerned that third-party app developers are collecting too much personal information about my friends.,What is your gender? - Selected Choice,What is your gender? - Prefer to self describe: - Text,What is your ethnicity? (Select all that apply.) - Selected Choice,What is your ethnicity? (Select all that apply.) - Something else. Please specify: - Text,"What is the highest level of education you have completed?  (If currently enrolled, highest degree received.) - Selected Choice","What is the highest level of education you have completed?  (If currently enrolled, highest degree received.) - Something else (Please specify: ) - Text",What is your current annual household income?,How long have you lived in the United States?,What is the sum of three and four?,What is your year of birth? - Year,What is / was your major field of study?,What is your current relationship status? - Selected Choice,What is your current relationship status? - Something else (Please specify: ) - Text,How many children do you have?,"Did you complete the questionnaire without distractions?

Please answer honestly. Your answer has NO consequences for you or the extra credit you will receive.","Did you answer all questions in the study according to the provided instructions?

Please answer honestly. Your answer has NO consequences for you or the extra credit you will receive.",Were the instructions and the questions clear and easily understandable?,Please tell us what was unclear.,How long did you expect the study to take?,"Compared to what you expected, how long did it take you to answer the questionnaire?",Do you have any suggestions for improving the questionnaire?,Is there anything else you would like to tell us?,uNID,RandomID
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""Q_RecaptchaScore""}","{""ImportId"":""QID146_FIRST_CLICK""}","{""ImportId"":""QID146_LAST_CLICK""}","{""ImportId"":""QID146_PAGE_SUBMIT""}","{""ImportId"":""QID146_CLICK_COUNT""}","{""ImportId"":""QID147""}","{""ImportId"":""QID148_FIRST_CLICK""}","{""ImportId"":""QID148_LAST_CLICK""}","{""ImportId"":""QID148_PAGE_SUBMIT""}","{""ImportId"":""QID148_CLICK_COUNT""}","{""ImportId"":""QID149""}","{""ImportId"":""QID153""}","{""ImportId"":""QID153_4_TEXT""}","{""ImportId"":""QID56""}","{""ImportId"":""QID29""}","{""ImportId"":""QID31""}","{""ImportId"":""QID62""}","{""ImportId"":""QID64""}","{""ImportId"":""QID76""}","{""ImportId"":""QID78""}","{""ImportId"":""QID132""}","{""ImportId"":""QID134""}","{""ImportId"":""QID137""}","{""ImportId"":""QID139""}","{""ImportId"":""QID142""}","{""ImportId"":""QID144""}","{""ImportId"":""QID204""}","{""ImportId"":""QID206""}","{""ImportId"":""QID219""}","{""ImportId"":""QID211""}","{""ImportId"":""QID35_1""}","{""ImportId"":""QID35_2""}","{""ImportId"":""QID35_3""}","{""ImportId"":""QID37_1""}","{""ImportId"":""QID37_2""}","{""ImportId"":""QID37_3""}","{""ImportId"":""QID38_1""}","{""ImportId"":""QID38_2""}","{""ImportId"":""QID39_1""}","{""ImportId"":""QID39_2""}","{""ImportId"":""QID215_1""}","{""ImportId"":""QID168_1""}","{""ImportId"":""QID168_2""}","{""ImportId"":""QID216_1""}","{""ImportId"":""QID169_1""}","{""ImportId"":""QID169_2""}","{""ImportId"":""QID217_1""}","{""ImportId"":""QID213_1""}","{""ImportId"":""QID213_2""}","{""ImportId"":""QID218_1""}","{""ImportId"":""QID173_TEXT""}","{""ImportId"":""QID174_TEXT""}","{""ImportId"":""QID175_TEXT""}","{""ImportId"":""QID214_TEXT""}","{""ImportId"":""QID40_1""}","{""ImportId"":""QID40_2""}","{""ImportId"":""QID40_3""}","{""ImportId"":""QID40_7""}","{""ImportId"":""QID40_4""}","{""ImportId"":""QID40_5""}","{""ImportId"":""QID40_6""}","{""ImportId"":""QID40_8""}","{""ImportId"":""QID41""}","{""ImportId"":""QID42_TEXT""}","{""ImportId"":""QID43_TEXT""}","{""ImportId"":""QID44""}","{""ImportId"":""QID45_TEXT""}","{""ImportId"":""QID46""}","{""ImportId"":""QID47_TEXT""}","{""ImportId"":""QID48_TEXT""}","{""ImportId"":""QID49_1""}","{""ImportId"":""QID49_2""}","{""ImportId"":""QID49_3""}","{""ImportId"":""QID49_4""}","{""ImportId"":""QID49_5""}","{""ImportId"":""QID49_6""}","{""ImportId"":""QID49_7""}","{""ImportId"":""QID49_8""}","{""ImportId"":""QID49_9""}","{""ImportId"":""QID49_10""}","{""ImportId"":""QID50_1""}","{""ImportId"":""QID50_2""}","{""ImportId"":""QID50_3""}","{""ImportId"":""QID50_4""}","{""ImportId"":""QID51_1""}","{""ImportId"":""QID51_2""}","{""ImportId"":""QID51_3""}","{""ImportId"":""QID51_4""}","{""ImportId"":""QID58""}","{""ImportId"":""QID58_10_TEXT""}","{""ImportId"":""QID57""}","{""ImportId"":""QID57_6_TEXT""}","{""ImportId"":""QID179""}","{""ImportId"":""QID179_8_TEXT""}","{""ImportId"":""QID180""}","{""ImportId"":""QID53""}","{""ImportId"":""QID177""}","{""ImportId"":""QID59_2""}","{""ImportId"":""QID54_TEXT""}","{""ImportId"":""QID182""}","{""ImportId"":""QID182_5_TEXT""}","{""ImportId"":""QID181""}","{""ImportId"":""QID52""}","{""ImportId"":""QID222""}","{""ImportId"":""QID225""}","{""ImportId"":""QID226_TEXT""}","{""ImportId"":""QID227""}","{""ImportId"":""QID228""}","{""ImportId"":""QID229_TEXT""}","{""ImportId"":""QID230_TEXT""}","{""ImportId"":""uNID""}","{""ImportId"":""RandomID""}"
11/22/2024 12:45,11/22/2024 12:54,IP Address,172.59.155.152,100,536,TRUE,11/22/2024 12:54,R_1pKbZE1dctb1mXm,,,,,40.65,-112.0061,anonymous,EN,1,3.773,3.773,4.863,1,I agree to take part in the study.,1.358,6.713,9.965,3,I will provide my best answers.,iOS (Apple),,20,Mainly photos from family/friends/other people,Access to Photos,,,,,,,,,,,,,,,4,2,4,4,2,2,1,1,3,3,3,,,,,,,,,,0,,,,4,4,4,4,5,1,4,3,Yes,70,536,I gave the exact number of photos,154,I gave the exact number of contacts,0,0,5,5,4,5,5,2,2,4,3,3,3,4,3,3,3,4,3,3,Man,,White / Caucasian,,"College graduate (B.S., B.A., or other 4 year degree)",,"$10,000 - $19,999",Between 5 years and 6 years,7,2004,computer science,"Single, never married",,0,I completed the study with full attention.,I answered all questions according to the provided instructions.,Yes,,5-10 minutes,About the time I expected,no,no,u1414150,7.32E+15
11/22/2024 13:03,11/22/2024 13:20,IP Address,155.98.131.0,100,965,TRUE,11/22/2024 13:20,R_1uXdcFKuBk8Bp8B,,,,,40.7664,-111.8392,anonymous,EN,1,5.896,8.835,10.071,6,I agree to take part in the study.,7.688,12.437,15.33,5,I will provide my best answers.,Android (Google),,21,,,,,,,,,,,Mainly listings of lectures,Access to File System,,,,,2,4,3,3,2,4,1,4,,,,,,,3,3,2,,,,,,2$,,4,4,3,3,3,4,5,3,Yes,114,>1000,I approximated the number of photos,>500,I approximated the number of contacts.,0,5,2,4,4,3,3,2,4,2,3,4,3,4,2,4,2,4,3,3,Man,,Asian,,Some college but no degree,,Do not wish to specify,Between 3 years and 4 years,7,2003,Computer Science,"Single, never married",,0,I completed the study with full attention.,I answered all questions according to the provided instructions.,No,Image ,11-15 minutes,More time than I expected,Improve the quality of the image ,No,u1395432,1.28E+15
11/22/2024 15:19,11/22/2024 15:29,IP Address,76.149.164.231,100,595,TRUE,11/22/2024 15:29,R_3YRkPeh6Ety7UL7,,,,,40.2997,-111.6737,anonymous,EN,1,20.275,20.275,21.061,1,I agree to take part in the study.,1.926,9.402,10.197,5,I will provide my best answers.,iOS (Apple),,22,,,,,,,,,,,,,,,"Mainly files from lectures notes, landscape images, etc.",Access to the File System,4,2,4,4,4,4,2,4,,,,,,,,,,1,2,1,,,,5 dollars,5,5,5,5,1,1,1,1,Yes,56,161,I gave the exact number of photos,32,I gave the exact number of contacts,0,0,5,4,4,5,5,2,4,5,5,3,5,4,4,2,4,4,4,4,Man,,White / Caucasian,,Some college but no degree,,Do not wish to specify,All my life,7,2002,Computer Science,"Single, never married",,0,I completed the study with full attention.,I answered all questions according to the provided instructions.,Yes,,11-15 minutes,About the time I expected,,My name is Adam Isaac(i am in professors CS/DS 3390 Class(For extra credit)),u1482512,7.90E+15
11/22/2024 18:23,11/22/2024 18:37,IP Address,172.56.168.120,100,877,TRUE,11/22/2024 18:37,R_5iq2sgV15OVA3iV,,,,,38.5569,-121.3627,anonymous,EN,0.600000024,6.153,6.153,7.652,1,I agree to take part in the study.,11.876,23.767,25.809,3,I will provide my best answers.,Android (Google),,25,,,,,,,Mainly family and friends,Access to Contacts,,,,,,,,,4,4,4,4,4,4,3,4,,,,3,4,1,,,,,,,,$8 ,,,4,4,4,4,4,4,4,4,No,262,1977,I approximated the number of photos,61,I gave the exact number of contacts,0,3,5,2,4,2,2,2,2,4,2,2,4,3,4,4,5,4,4,4,Woman,,Asian,,High School diploma,,"Less than $10,000",Between 2 years and 3 years,7,1999,computer science,"Single, never married",,0,"I was sometimes distracted (by people, noises, etc.).",I answered all questions according to the provided instructions.,No,Is it correct that disagree is replaced with no and agree with yes? The question sometimes felt like it was impossible to distinguish between agree and disagree,11-15 minutes,About the time I expected,the unclear part I write above,no,u1395177,7.65E+14
11/22/2024 17:11,11/22/2024 19:37,IP Address,73.20.117.80,100,8742,TRUE,11/22/2024 19:37,R_7NWf2b89aCWDYgp,,,,,40.6982,-111.841,anonymous,EN,1,4.763,15.201,27.337,2,I agree to take part in the study.,2.169,7.156,8.58,4,I will provide my best answers.,iOS (Apple),,24,,,,,,,,,"Mainly listings of events (birthdays, parties, holidays, etc.)",Access to Calendar,,,,,,,4,2,2,4,2,1,4,2,,,,,,,2,2,2,,,,,,"$0, this scenario introduces the fact that they don't need my calender in the first place.",,4,4,4,4,4,4,4,2,No,105,6157,I gave the exact number of photos,255,I gave the exact number of contacts,0,0,4,4,5,4,1,2,4,4,2,3,2,4,2,2,1,1,1,1,Man,,White / Caucasian,,Some college but no degree,,Do not wish to specify,All my life,7,2000,Computer Science,"Single, never married",,0,I completed the study with full attention.,I answered all questions according to the provided instructions.,Yes,,5-10 minutes,About the time I expected,n/a,n/a,u1158049,8.53E+15
11/23/2024 14:17,11/23/2024 14:29,IP Address,172.83.7.242,100,688,TRUE,11/23/2024 14:29,R_1C1qNbCltXxkGa9,,,,,40.6038,-112.0405,anonymous,EN,1,4.151,4.632,4.901,2,I agree to take part in the study.,0.96,8.188,9.208,6,I will provide my best answers.,iOS (Apple),,26,,,,,Mainly family and friends,Access to Contacts,,,,,,,,,,,5,5,5,5,5,5,4,3,,,,1,1,1,,,,,,,,$3 ,,,5,5,5,5,2,1,2,1,No,178,"22,728",I gave the exact number of photos,107,I gave the exact number of contacts,0,20,5,1,5,4,3,2,3,4,4,4,5,5,5,5,5,5,5,5,Woman,,Asian,,High School diploma,,Do not wish to specify,Between 3 years and 4 years,7,1997,Computer Science,Something else (Please specify: ),Partnered,0,I completed the study with full attention.,I answered all questions according to the provided instructions.,Yes,,11-15 minutes,About the time I expected,N/A,N/A,u1326733,7.01E+15
11/23/2024 20:47,11/23/2024 21:00,IP Address,67.186.237.221,100,774,TRUE,11/23/2024 21:00,R_1rNlUPqt0QNUnNO,,,,,40.7742,-111.8721,anonymous,EN,1,124.277,178.172,179.705,3,I agree to take part in the study.,3.402,13.566,15.441,4,I will provide my best answers.,iOS (Apple),,22,,,"Mainly photos from landscapes, animals and cities",Access to Photos,,,,,,,,,,,,,4,4,4,4,4,4,2,4,2,2,2,,,,,,,,,,$20 ,,,,4,2,4,3,2,3,2,2,Yes,92,5474,I gave the exact number of photos,105,I gave the exact number of contacts,0,0,4,4,5,4,4,2,4,4,4,2,4,2,4,4,4,2,4,2,Woman,,"Asian,White / Caucasian",,Some college but no degree,,"Less than $10,000",All my life,7,2002,Data Science,"Single, never married",,0,I completed the study with full attention.,I answered all questions according to the provided instructions.,Yes,,16-20 minutes,About the time I expected,no,no,u1369395,2.19E+15
11/24/2024 19:11,11/24/2024 19:18,IP Address,38.148.80.6,100,387,TRUE,11/24/2024 19:18,R_65X6Efp0JC4TSzU,,,,,40.6981,-111.9999,anonymous,EN,1,3.322,3.322,4.697,1,I agree to take part in the study.,2.718,5.292,14.816,2,I will provide my best answers.,iOS (Apple),,21,,,,,,,,,,,,,"Mainly files from family, friends, and others",Access to the File System,,,4,5,4,4,4,3,2,2,,,,,,,,,,3,3,2,,,,$5 ,4,4,5,5,2,4,4,2,No,32,9592,I gave the exact number of photos,110,I approximated the number of contacts.,1,7,4,5,5,5,4,2,3,4,4,5,2,4,4,4,4,2,4,2,Woman,,Asian,,High School diploma,,"$100,000 - $149,999",All my life,7,,,"Single, never married",,0,I completed the study with full attention.,I answered all questions according to the provided instructions.,Yes,,5-10 minutes,About the time I expected,,,u1244418,1.68E+15
